timestamp,trader_id,symbol,side,quantity,price,order_id,status
09:15:01,T001,NVDA,BUY,1000,150.25,O0001,NEW
09:15:03,T001,NVDA,BUY,1000,150.25,O0001,EXECUTE
09:15:10,T002,AAPL,SELL,500,220.10,O0002,NEW
09:15:12,T002,AAPL,SELL,500,220.10,O0002,EXECUTE
09:15:20,T003,TSLA,BUY,700,310.20,O0003,NEW
09:15:22,T003,TSLA,BUY,700,310.20,O0003,EXECUTE
09:15:35,T004,MSFT,BUY,400,420.50,O0004,NEW
09:15:38,T004,MSFT,BUY,400,420.50,O0004,EXECUTE
09:15:50,T005,HDFCBANK,SELL,200,1800.50,O0005,NEW
09:15:54,T005,HDFCBANK,SELL,200,1800.50,O0005,EXECUTE
09:16:05,T006,RELIANCE,BUY,300,2951.00,O0006,NEW
09:16:08,T006,RELIANCE,BUY,300,2951.00,O0006,EXECUTE
09:16:20,T008,INFY,BUY,600,1550.20,O0007,NEW
09:16:22,T008,INFY,BUY,600,1550.20,O0007,EXECUTE
09:16:35,T009,TCS,SELL,150,4102.00,O0008,NEW
09:16:37,T009,TCS,SELL,150,4102.00,O0008,EXECUTE
09:16:50,T010,NVDA,BUY,800,150.40,O0009,NEW
09:16:52,T010,NVDA,BUY,800,150.40,O0009,EXECUTE
09:17:05,T012,AAPL,BUY,1000,220.30,O0010,NEW
09:17:07,T012,AAPL,BUY,1000,220.30,O0010,EXECUTE
09:17:20,T013,TSLA,SELL,500,310.40,O0011,NEW
09:17:23,T013,TSLA,SELL,500,310.40,O0011,EXECUTE
09:17:35,T014,MSFT,BUY,350,420.80,O0012,NEW
09:17:38,T014,MSFT,BUY,350,420.80,O0012,EXECUTE
09:17:50,T016,HDFCBANK,BUY,250,1801.20,O0013,NEW
09:17:53,T016,HDFCBANK,BUY,250,1801.20,O0013,EXECUTE
09:18:05,T017,RELIANCE,SELL,200,2952.00,O0014,NEW
09:18:07,T017,RELIANCE,SELL,200,2952.00,O0014,EXECUTE
09:18:20,T019,INFY,BUY,450,1550.80,O0015,NEW
09:18:22,T019,INFY,BUY,450,1550.80,O0015,EXECUTE
09:18:35,T024,TCS,BUY,100,4103.00,O0016,NEW
09:18:37,T024,TCS,BUY,100,4103.00,O0016,EXECUTE
09:18:50,T025,NVDA,SELL,600,150.55,O0017,NEW
09:18:53,T025,NVDA,SELL,600,150.55,O0017,EXECUTE

09:40:01,T007,NVDA,BUY,50000,151.00,O1001,NEW
09:40:02,T007,NVDA,BUY,50000,151.10,O1002,NEW
09:40:03,T007,NVDA,BUY,50000,151.20,O1003,NEW
09:40:04,T007,NVDA,BUY,50000,151.00,O1001,CANCEL
09:40:04,T007,NVDA,BUY,50000,151.10,O1002,CANCEL
09:40:05,T007,NVDA,BUY,50000,151.20,O1003,CANCEL
09:40:06,T007,NVDA,SELL,1000,152.20,O1004,NEW
09:40:08,T007,NVDA,SELL,1000,152.20,O1004,EXECUTE

10:05:01,T011,RELIANCE,BUY,5000,2975.00,O2001,NEW
10:05:03,T011,RELIANCE,BUY,5000,2975.00,O2001,EXECUTE
10:05:20,T011,RELIANCE,SELL,5000,2975.00,O2002,NEW
10:05:22,T011,RELIANCE,SELL,5000,2975.00,O2002,EXECUTE

10:06:00,T003,NVDA,BUY,900,152.50,O0018,NEW
10:06:02,T003,NVDA,BUY,900,152.50,O0018,EXECUTE
10:06:20,T004,AAPL,SELL,700,221.10,O0019,NEW
10:06:22,T004,AAPL,SELL,700,221.10,O0019,EXECUTE

10:10:01,T001,MSFT,BUY,500,421.20,O0020,NEW
10:10:03,T001,MSFT,BUY,500,421.20,O0020,EXECUTE
10:10:15,T002,HDFCBANK,BUY,300,1803.00,O0021,NEW
10:10:17,T002,HDFCBANK,BUY,300,1803.00,O0021,EXECUTE
10:10:30,T003,INFY,SELL,400,1551.50,O0022,NEW
10:10:32,T003,INFY,SELL,400,1551.50,O0022,EXECUTE
10:10:45,T004,TCS,BUY,100,4108.00,O0023,NEW
10:10:47,T004,TCS,BUY,100,4108.00,O0023,EXECUTE
10:11:00,T005,NVDA,BUY,700,153.10,O0024,NEW
10:11:02,T005,NVDA,BUY,700,153.10,O0024,EXECUTE
10:11:15,T006,AAPL,SELL,500,221.50,O0025,NEW
10:11:17,T006,AAPL,SELL,500,221.50,O0025,EXECUTE

10:12:00,T015,TSLA,BUY,10000,312.00,O3001,NEW
10:12:02,T015,TSLA,BUY,10000,312.00,O3001,EXECUTE
10:12:20,T015,TSLA,BUY,12000,312.50,O3002,NEW
10:12:22,T015,TSLA,BUY,12000,312.50,O3002,EXECUTE
10:12:40,T015,TSLA,BUY,15000,313.00,O3003,NEW
10:12:42,T015,TSLA,BUY,15000,313.00,O3003,EXECUTE
10:13:00,T015,TSLA,BUY,18000,313.80,O3004,NEW
10:13:03,T015,TSLA,BUY,18000,313.80,O3004,EXECUTE
10:13:20,T015,TSLA,BUY,20000,314.50,O3005,NEW
10:13:22,T015,TSLA,BUY,20000,314.50,O3005,EXECUTE
10:14:00,T015,TSLA,SELL,55000,318.50,O3006,NEW
10:14:03,T015,TSLA,SELL,55000,318.50,O3006,EXECUTE

10:15:00,T008,RELIANCE,BUY,600,2978.00,O0026,NEW
10:15:02,T008,RELIANCE,BUY,600,2978.00,O0026,EXECUTE
10:15:20,T009,HDFCBANK,SELL,200,1804.00,O0027,NEW
10:15:22,T009,HDFCBANK,SELL,200,1804.00,O0027,EXECUTE

10:16:00,T018,MSFT,BUY,5000,423.00,O4001,NEW
10:16:01,T018,MSFT,BUY,5000,423.00,O4001,CANCEL
10:16:03,T018,MSFT,BUY,5000,423.10,O4002,NEW
10:16:04,T018,MSFT,BUY,5000,423.10,O4002,CANCEL
10:16:06,T018,MSFT,BUY,5000,423.20,O4003,NEW
10:16:07,T018,MSFT,BUY,5000,423.20,O4003,CANCEL
10:16:09,T018,MSFT,BUY,5000,423.30,O4004,NEW
10:16:10,T018,MSFT,BUY,5000,423.30,O4004,CANCEL
10:16:12,T018,MSFT,BUY,5000,423.40,O4005,NEW
10:16:13,T018,MSFT,BUY,5000,423.40,O4005,CANCEL
10:16:15,T018,MSFT,BUY,5000,423.50,O4006,NEW
10:16:16,T018,MSFT,BUY,5000,423.50,O4006,CANCEL
10:16:18,T018,MSFT,BUY,5000,423.60,O4007,NEW
10:16:19,T018,MSFT,BUY,5000,423.60,O4007,CANCEL
10:16:21,T018,MSFT,BUY,5000,423.70,O4008,NEW
10:16:22,T018,MSFT,BUY,5000,423.70,O4008,CANCEL

10:17:00,T010,NVDA,BUY,1200,153.60,O0028,NEW
10:17:02,T010,NVDA,BUY,1200,153.60,O0028,EXECUTE
10:17:20,T012,AAPL,BUY,800,221.80,O0029,NEW
10:17:22,T012,AAPL,BUY,800,221.80,O0029,EXECUTE
10:17:40,T013,INFY,SELL,500,1552.00,O0030,NEW
10:17:42,T013,INFY,SELL,500,1552.00,O0030,EXECUTE
10:18:00,T014,TCS,BUY,200,4110.00,O0031,NEW
10:18:02,T014,TCS,BUY,200,4110.00,O0031,EXECUTE

10:20:01,T001,NVDA,BUY,900,154.10,O0032,NEW
10:20:03,T001,NVDA,BUY,900,154.10,O0032,EXECUTE
10:20:20,T002,AAPL,SELL,600,222.00,O0033,NEW
10:20:22,T002,AAPL,SELL,600,222.00,O0033,EXECUTE
10:20:40,T003,MSFT,BUY,300,424.00,O0034,NEW
10:20:42,T003,MSFT,BUY,300,424.00,O0034,EXECUTE
10:21:00,T004,HDFCBANK,BUY,400,1805.00,O0035,NEW
10:21:02,T004,HDFCBANK,BUY,400,1805.00,O0035,EXECUTE
10:21:20,T005,RELIANCE,SELL,250,2980.00,O0036,NEW
10:21:22,T005,RELIANCE,SELL,250,2980.00,O0036,EXECUTE

10:05:00,T021,NVDA,BUY,25000,154.00,O6001,NEW
10:05:02,T021,NVDA,BUY,25000,154.00,O6001,EXECUTE
10:06:00,T021,NVDA,BUY,20000,154.20,O6002,NEW
10:06:03,T021,NVDA,BUY,20000,154.20,O6002,EXECUTE
10:08:00,T021,NVDA,BUY,15000,154.50,O6003,NEW
10:08:02,T021,NVDA,BUY,15000,154.50,O6003,EXECUTE
10:30:00,T021,NVDA,SELL,60000,165.50,O6004,NEW
10:30:03,T021,NVDA,SELL,60000,165.50,O6004,EXECUTE

10:31:00,T006,INFY,BUY,700,1553.00,O0037,NEW
10:31:02,T006,INFY,BUY,700,1553.00,O0037,EXECUTE
